"","REGION","ADM_RATE","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","PCIP01","PCIP03","PCIP04","PCIP05","PCIP09","PCIP10","PCIP11","PCIP12","PCIP13","PCIP14","PCIP15","PCIP16","PCIP19","PCIP22","PCIP23","PCIP24","PCIP25","PCIP26","PCIP27","PCIP29","PCIP30","PCIP31","PCIP38","PCIP39","PCIP40","PCIP41","PCIP42","PCIP43","PCIP44","PCIP45","PCIP46","PCIP47","PCIP48","PCIP49","PCIP50","PCIP51","PCIP52","PCIP54","NPT4_PUB","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NUM4_PUB","NUM41_PUB","NUM42_PUB","NUM43_PUB","NUM44_PUB","NUM45_PUB","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","AVGFACSAL","PFTFAC","FEMALE","MARRIED","DEPENDENT","VETERAN","FIRST_GEN","C150_4","C150_4_HISP","C150_4_AIAN","C150_4_WHITE","C150_4_BLACK","C150_4_ASIAN","C150_4_NHPI","UGDS","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","UGDS_NRA","UGDS_UNKN","PPTUG_EF","NPT4_048_PUB","NPT4_3075_PUB","NPT4_75UP_PUB"
"36","8",611,390,480,390,500,NA,NA,435,445,NA,15,20,14,20,16,22,NA,NA,18,17,19,NA,871,6e-04,0,0,0.0032,0.0356,0,0.0292,0,0.0435,0.0418,0.0079,0.0111,0,0,0.0456,0.0435,0,0.0359,0.0073,0,0.0012,0.0269,0.0041,0,0.0067,0,0.0643,0.0748,0.0555,0.1031,0,0,0,0,0.045,0.097,0.203,0.0134,3287,1596,2819,6512,11703,13000,2342,1374,488,303,111,66,13479,6348,17508,8683,0.4507,0.5999808374,0.0513557536,0.6663792277,0.0032576411,0.6319205298,0.4105,0.3969,0.2857,0.4925,0.3025,0.5308,0,20643,0.0757,0.0423,0.6083,0.1581,0.001,0.0024,0.0173,0.0564,0.0385,0.1422,1917,4234,12187
"37","8",872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0421,0,0,0.0395,0,0.0309,0,0,0,0,0.0292,0,0,0,0.1622,0,0.0506,0.0232,0,0.0283,0.0996,0,0,0,0,0.1459,0,0.0506,0.073,0,0,0,0,0.0584,0,0.1665,0,9579,5319,7357,11524,16631,18182,618,236,135,107,69,71,18655,5963,17123,7556,0.4339,0.6484032561,0.0807764559,0.6706324358,0.0043832185,0.4623194065,0.4527,0.4324,0.3333,0.4628,0.5581,0.6038,0.4,5924,0.3238,0.0643,0.423,0.0535,0.0051,0.0042,0.0616,0.0164,0.0481,0.0635,6060,9199,17417
"38","8",404,400,510,400,520,NA,NA,455,460,NA,16,22,14,22,16,23,NA,NA,19,18,20,NA,914,0,0,0,0.0092,0.0859,0,0.0192,0,0.0305,0.0342,0.0027,0.0075,0.0325,0,0.0659,0.054,0,0.0385,0.0048,0,0.0179,0.0406,0.0048,0,0.004,0,0.103,0,3e-04,0.124,0,0,0,0,0.0579,0.0692,0.1759,0.0175,8918,6192,7751,12301,17424,18352,4165,2215,832,539,299,280,18665,6549,17709,8457,0.4445,0.5860127038,0.0419749853,0.7555497348,0.0036015978,0.5370760037,0.4676,0.4362,0.2143,0.5746,0.3371,0.5234,0.1923,35409,0.2446,0.0566,0.4181,0.1125,0.0015,0.0021,0.0331,0.0827,0.0489,0.1733,6618,9540,17873
"39","8",984,410,520,420,530,NA,NA,465,475,NA,17,22,15,22,17,24,NA,NA,20,19,21,NA,937,0,0.0073,0,0.0086,0.0861,0,0.0121,0,0.0432,0.0579,0.0073,0.0059,0.0221,0,0.0226,0.033,0,0.0332,0.0071,0,0.0149,0.0467,0.0055,0,0.0143,0,0.0729,0.0797,0.0335,0.1032,0,0,0,0,0.0416,0.093,0.1317,0.0168,8953,5691,7057,11040,16787,17972,2381,1098,442,419,219,203,18241,6648,17808,8470,0.4741,0.5993502052,0.0762653899,0.6848495212,0.0046169631,0.4887604367,0.4373,0.4376,0.2963,0.5132,0.3179,0.3969,0.3556,26400,0.3028,0.0567,0.276,0.2112,0.0041,0.0091,0.0628,0.0181,0.0592,0.1934,6083,8995,17357
"40","8",1372,390,490,400,500,NA,NA,440,450,NA,16,20,14,20,16,22,NA,NA,18,17,19,NA,884,0,0.0054,0,0,0.0479,0,0.0132,0,0.0036,0.0069,0,0.0126,0.0147,0,0.0356,0.0661,0,0.0248,0.0212,0,9e-04,0.05,0.0039,0,0.02,0,0.1322,0.0745,0.0141,0.1017,0,0,0,0,0.0404,0.0829,0.2088,0.0188,6712,4344,5295,9006,13057,15504,1912,929,380,327,179,97,16206,6550,17710,8521,0.5006,0.6393397142,0.062838119,0.7141073658,0.0045776113,0.6048401343,0.4796,0.4831,0.5,0.5333,0.3815,0.4922,0.2667,16439,0.1588,0.0653,0.5831,0.0605,0.0016,0.0024,0.0259,0.0624,0.04,0.1065,4620,7011,13917
"41","8",635,430,520,430,530,NA,NA,475,480,NA,17,22,15,22,17,23,NA,NA,20,19,20,NA,948,0,0,0,0.0033,0.0905,0,0.0209,0,0,0,0,0.0123,0.0852,0,0.0283,0.0627,0,0.0496,0.0053,0,8e-04,0.0766,0,0,0.0061,0,0.0778,0,0,0.1753,0,0,0,0,0.0209,0.0688,0.1872,0.0283,9736,5509,7269,10382,15935,17461,1413,539,255,227,175,217,17692,7169,18329,8362,0.4613,0.6696690406,0.0728948471,0.7425638877,0.004398827,0.4763217239,0.4853,0.4725,0.4286,0.4913,0.3659,0.5727,0.25,11506,0.323,0.0342,0.3965,0.0983,0.0041,0.0042,0.0542,0.0245,0.0611,0.163,6074,8735,16780
"42","8",987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0111,0,0,0.0041,0.0303,0,0.0291,0,0.0175,0,0,0.0093,0,0,0.0286,0.088,0,0.06,0.0146,0,0,0.0455,0.0023,0,0.0122,0,0.1265,0.0967,0,0.1148,0,0,0,0,0.028,0.06,0.2051,0.0163,6759,3794,4826,8742,14348,15378,885,382,193,161,95,54,16190,6686,17846,8039,0.5511,0.6671966084,0.0760466349,0.6968733439,0.0037095919,0.5922123894,0.5328,0.5279,0.2857,0.571,0.5172,0.4186,0.6364,7844,0.2585,0.0246,0.475,0.1121,0.0043,0.0073,0.0363,0.0268,0.0551,0.1462,4141,6607,14721
"43","2",1492,420,520,420,510,400,490,470,465,445,17,22,15,22,16,22,NA,NA,20,19,19,NA,934,0,0.0159,0,0,0.0228,0,0.019,0,0.085,0,0.0425,0.0108,0,6e-04,0.0108,0.059,0,0.0362,0.0095,0,0.014,0.1129,0.0025,0,0.0438,0,0.0489,0.0799,0.0228,0.0558,0,0,0,0,0.047,0.1193,0.1288,0.0121,17947,13962,15028,18508,20988,22351,933,264,130,177,192,170,23500,9556,13550,9645,0.6974,0.5520266183,0.0762250454,0.7740471869,0.0051421658,0.3643048128,0.5253,0.4286,0,0.5894,0.5132,0.2,NA,6031,0.7818,0.1124,0.03,0.007,0.0013,0.0012,0.0323,0.0083,0.0257,0.1166,14314,17034,21628
"44","6",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0192,0,0,0,0.0282,0,0.0688,0,0.1251,0,0.018,0.0023,0,0,0.0147,0.106,0,0.0282,0.0056,0,0.0271,0.0237,0,0,0.0147,0,0.0676,0.0868,0,0.0147,0,0,0,0,0.0271,0.018,0.2954,0.009,9355,7945,8069,12239,13961,14167,511,287,85,75,49,15,15222,5340,13380,6038,0.6309,0.6200746578,0.2364164247,0.4935711323,0.0165906263,0.482038835,0.235,0.2281,0.0921,0.2545,0.1333,0.3684,NA,4716,0.4852,0.1628,0.1234,0.017,0.0566,0.0066,0.0772,0.049,0.0223,0.281,7973,10024,14009
"45","1",1534,430,530,440,540,420,520,480,490,470,18,22,16,23,17,23,NA,NA,20,20,20,NA,967,0,0.0022,0,0.0044,0.0786,0,0,0,0.0197,0,0,0.0087,0,0,0.0153,0.024,0,0.0371,0.0328,0,0.0349,0.0721,0.0044,0,0.0066,0,0.0502,0.0349,0.0371,0.0415,0,0,0,0,0.0502,0.321,0.1026,0.0218,17171,13276,15128,17259,19769,20550,244,58,31,57,60,38,21255,10772,25436,6082,0.9709,0.5360824742,0.0393626992,0.8697282099,NA,0.3655172414,0.4858,0.375,0.3333,0.4823,1,0.5,NA,1890,0.8534,0.0159,0.0233,0.0063,0.0058,0,0.0153,0.0169,0.063,0.091,13921,16508,20072
"46","1",594,460,550,460,560,450,540,505,510,495,20,23,19,23,18,22,8,9,22,21,20,9,1015,0,0,0,0,0.0627,0,0.0177,0,0.1062,0.0193,0.0638,0.007,0,0,0.0429,0,0,0.0568,0.0166,0,0.0064,0,0.0048,0,0.0086,0,0.0708,0,0.0193,0.1464,0,0,0,0,0.037,0.0461,0.2391,0.0284,15643,11807,12548,14370,17499,19645,845,171,122,152,174,226,20543,8877,20612,8802,0.485,0.5114970646,0.0477005871,0.7766634051,0.0061154599,0.4027853632,0.5235,0.4842,0,0.5464,0.4318,0.56,NA,9600,0.6649,0.1095,0.1268,0.0355,0.002,9e-04,0.0257,0.0119,0.0228,0.2001,12115,13558,18711
"47","3",867,450,588,470,593,NA,NA,519,532,NA,20,25,20,25,18,25,NA,NA,23,23,22,NA,1050,0,0.0142,0,0,0.0763,0,0.0181,0,0.1111,0.0071,0.0194,0.0042,0.0368,0.0034,0.0189,0,0,0.0557,0.0064,0,0.0015,0.0988,0.0025,0,0.012,0,0.0672,0,0.0559,0.0625,0,0,0,0,0.0277,0.0723,0.2168,0.0113,15558,10753,11136,14455,18346,19703,2380,469,326,429,459,697,21828,11550,23670,8439,0.6602,0.5772482706,0.0612349475,0.8215475275,0.0034588778,0.3086053412,0.5554,0.5699,0.5294,0.5666,0.4452,0.5116,NA,20297,0.7954,0.0783,0.033,0.0095,0.0067,6e-04,0.0228,0.017,0.0368,0.1201,10910,13022,19164
"48","3",170,350,450,340,460,NA,NA,400,400,NA,15,18,13,18,15,17,NA,NA,17,16,16,NA,804,0,0,0,0,0.1502,0,0.0137,0,0.1195,0.0375,0.0137,0,0,0,0.0205,0,0,0.0478,0.0102,0,0,0.0171,0,0,0.0307,0,0.1092,0.1263,0.0205,0.0171,0,0,0,0,0.0239,0,0.2287,0.0137,11662,10074,11420,15537,11117,13431,150,69,31,29,14,7,17695,6246,13928,6438,1,0.5141843972,0.0168439716,0.795212766,NA,0.4193888303,0.2229,0.3333,0,0,0.2219,NA,NA,1728,0.0139,0.9543,0.0069,6e-04,0.0017,0,0.0087,0.0041,0.0098,0.088,10491,13410,11888
"49","8",1420,430,540,440,540,410,510,485,490,460,18,24,16,23,17,24,7,8,21,20,21,8,978,0,0.0121,0,0.0024,0.0303,0,0.057,0.0089,0.1355,0,0.0364,0.0057,0.0129,0,0.015,0,0,0.0546,0.0036,0,0.0283,0.0336,0.0057,0,0.017,0,0.0449,0.0744,0.0109,0.1245,0,0,0,0.0182,0.0457,0.0174,0.1985,0.0065,14182,8622,10442,14824,18324,19631,1000,248,151,226,187,188,21512,9017,21380,7638,0.6579,0.5506259609,0.1124533275,0.6622007468,0.0054908851,0.4049851925,0.5341,0.5122,0.125,0.5412,0.4286,0.6053,0.1429,9751,0.6151,0.0338,0.1261,0.0445,0.0052,0.013,0.0654,0.0064,0.0903,0.1138,9310,13069,18979
"50","4",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0823,0,0,0,0.018,0,0.0026,0,0.3033,0,0,0,0.0154,0,0.0103,0,0.0026,0.0488,0.0129,0,0.1131,0.0308,0,0,0.0026,0,0.0514,0.0514,0.0231,0,0,0,0,0,0.0283,0.0077,0.1825,0.0129,11060,8629,9589,11977,12956,12934,170,40,34,35,39,22,16135,5668,5698,6817,1,0.5528596187,0.0987868284,0.7313691508,NA,0.3693444137,0.3623,0.2857,0.2857,0.3804,0,0.5,NA,2199,0.749,0.0396,0.0696,0.0045,0.0132,0.0041,0.0296,0.0246,0.0659,0.1673,9070,10800,12948
"51","1",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0103,0,0.0017,0,0,0,0.0755,0,0,0.7976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789,0.036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7426636569,0.3668171558,0.0598194131,0.0406320542,0.4776119403,NA,NA,NA,NA,NA,NA,NA,1799,0.6081,0.1784,0.1306,0.0133,0.0033,0.0011,0.0261,0.0061,0.0328,0.7877,NA,NA,NA
"52","2",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0.0667,0,0.0667,0,0,0.0333,0.0733,0,0,0.0067,0,0.1667,0,0,0.3133,0,0,0,0,0.0333,0,0.18,0,14493,13434,14129,17652,20877,17510,216,134,45,20,13,4,22899,9090,13744,9919,0.55,0.4877697842,0.0143884892,0.8561151079,NA,0.4419014085,0.2571,1,0,0,0.2617,NA,NA,997,0.012,0.8536,0.0371,0.001,0.001,0.001,0.0371,0.002,0.0552,0.0612,13609,15213,20084
"53","3",103,NA,NA,430,538,NA,NA,NA,484,NA,16,20,15,21,16,19,NA,NA,18,18,18,NA,870,0,0,0,0.0058,0.0434,0,0.0087,0,0.0332,0,0,0.0043,0,0,0.0217,0.2789,0,0.0347,0.0101,0,0.0014,0.0145,0,0,0.0101,0,0.1142,0.1113,0,0.0694,0,0,0,0,0.0116,0.0867,0.1301,0.0101,11125,10176,12375,13569,14751,15106,222,152,38,18,8,6,19120,9846,16806,7380,0.7487,0.7170068027,0.0612244898,0.3963718821,0.0136054422,0.4306306306,0.1915,0.1471,0.3333,0.8333,0.1867,NA,NA,3874,0.0232,0.7367,0.0746,0.0054,0.0013,3e-04,0,0.0392,0.1193,0.3562,10616,12759,14903
"54","5",475,530,630,530,620,NA,NA,580,575,NA,23,27,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,1152,0,0,0,0,0.1179,0,0.05,0,0,0.0189,0,0.0189,0,0,0.0519,0,0,0.1274,0.017,0,0.0264,0,0.0094,0,0.0151,0,0.133,0,0.0217,0.1377,0,0,0,0,0.0623,0,0.133,0.0594,21532,15629,16942,19242,22376,24426,617,70,51,97,139,260,25559,11646,21974,7985,0.6292,0.5957972806,0.0092707046,0.956736712,NA,0.2008985879,0.6755,0.5122,0.8571,0.6901,0.6579,0.6757,NA,5084,0.7531,0.0806,0.0494,0.0246,0.0028,0.001,0.0488,0.0022,0.0376,0.0187,16182,18449,23712
"55","5",1081,490,590,500,600,450,550,540,550,500,20,25,20,25,20,26,NA,NA,23,23,23,NA,1073,0,0,0,0,0,0,0.0072,0,0.0681,0.138,0,0.0125,0,0,0.0179,0,0,0.0448,0.009,0,0,0.0305,0,0,0.0143,0,0.0448,0.1649,0,0.1004,0,0,0,0,0,0,0.2814,0.0663,17685,11417,14005,19725,19595,20089,221,43,19,59,43,57,25442,11098,30706,8359,0.6745,0.098265896,0.0655105973,0.816955684,NA,0.2044310171,0.6888,0.6429,0.8,0.7015,0.6038,0.6429,NA,2688,0.7697,0.0804,0.0662,0.0246,0.0119,0.0026,0.0316,0.0104,0.0026,0.0584,12210,18332,19877
"56","2",1554,410,510,420,520,390,490,460,470,440,16,22,15,22,16,23,NA,NA,19,19,20,NA,928,0,0.0115,0,0,0.0785,0,0.0256,0,0.1014,0,0.015,0,0,0.0071,0.0282,0.1217,0.0097,0.0353,0.0132,0,0.0141,0,0,0,0.0326,0,0.0291,0.0159,0,0.06,0,0,0,0,0.0212,0.2496,0.112,0.0185,17136,13344,13974,17612,20738,21485,753,188,135,154,179,97,21814,9788,13760,9556,0.7301,0.6165048544,0.0776699029,0.7977346278,0.0064724919,0.3994661922,0.495,0.25,0.3333,0.5326,0.2167,0.2857,1,4744,0.8404,0.074,0.0221,0.0065,0.0015,8e-04,0.0253,0.0095,0.0198,0.1537,13607,15913,21000
"57","5",227,440,500,420,500,NA,NA,470,460,NA,18,21,18,22,17,22,NA,NA,20,20,20,NA,930,0,0,0,0,0.023,0,0.038,0,0.0221,0,0,0,0,0.0645,0.0239,0.1299,0,0.0265,0.0035,0,0,0.0177,9e-04,0,0.0035,0,0.1025,0.03,0,0.0318,0,0,0,0,0.0115,0.2694,0.1855,0.0159,11519,10600,11020,13178,15366,15490,385,206,86,58,24,11,17292,5246,15251,6230,0.6736,0.714797136,0.1366348449,0.4979116945,0.0071599045,0.412592332,0.3298,0.375,0,0.2747,0.3232,0.5833,NA,6064,0.189,0.653,0.0262,0.0486,0.0012,5e-04,0.0295,0.0127,0.0392,0.4095,10723,11889,15405
"58","5",374,560,660,590,680,540,650,610,635,595,26,31,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,1261,0.0675,0.014,0.0183,0,0,0,0.0175,0,0.0397,0.189,0.0114,0.0207,0,0,0.0376,0,0,0.0879,0.0114,0,0,0.0315,0.0053,0,0.0172,0,0.0593,0,0,0.0675,0,0,0,0,0.0289,0.0675,0.1925,0.0154,16306,11581,13327,16488,18306,18585,1081,181,140,189,228,343,26065,13446,31462,10159,0.8454,0.4773326937,0.0244662989,0.923962581,NA,0.1827850606,0.8231,0.8,0.8889,0.8408,0.6567,0.7797,NA,17083,0.8348,0.0646,0.0298,0.0194,0.0019,7e-04,0.0229,0.0084,0.0175,0.0324,12343,15143,18473
"59","3",1366,440,590,460,580,440,550,515,520,495,19,24,18,24,17,25,6,8,22,21,21,7,1014,0,0.0129,0,4e-04,0.0613,0,0.0098,0,0.0688,0.0608,0.012,0.0102,0,0,0.0222,0.0075,0,0.0377,0.012,0,0,0.0049,0.0067,0,0.0102,0.0031,0.099,0,0.0528,0.1106,0,0,0,0,0.0484,0.1781,0.1616,0.0089,16558,14284,15247,17904,19112,19480,1283,474,204,219,210,176,21684,9686,12928,8677,0.4812,0.6008114856,0.0663233458,0.6445068664,0.0070224719,0.4212523719,0.393,0.2295,0.2,0.4643,0.2,0.5,NA,11308,0.6322,0.1837,0.0506,0.0285,0.0016,0.0014,0.0308,0.0503,0.021,0.2414,14574,16622,19280
"60","5",694,450,540,460,550,NA,NA,495,505,NA,19,23,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,996,0,0,0,0,0.0766,0,0.0225,0,0.085,0,0,0.0064,0,0,0.0232,0.0631,0,0.0959,0.0071,0.0019,0,0.1056,0.0045,0,0.0039,0,0.0567,0,0,0.065,0,0,0,0,0.0528,0.0695,0.2337,0.0264,14361,11748,13468,16609,17520,18380,816,324,165,134,97,96,21781,10320,23660,7439,1,0.5562559694,0.0297994269,0.8937917861,0.0021012416,0.3044354839,0.4522,0.3,0.75,0.4528,0.4508,0.4737,NA,9058,0.6958,0.1987,0.0363,0.0066,0.0034,9e-04,0.0434,0.0104,0.0044,0.0649,12329,14876,17948
"61","9",1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0806,0,0,0,0.0567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2299,0,0,0,0.009,0,0,0,0.5075,0.1164,0,1132,810,1660,4087,NA,NA,155,122,24,9,0,0,5920,2370,2370,3185,1,0.5408866995,0.0600985222,0.602955665,NA,0.4402439024,0.3318,0.3318,NA,NA,NA,NA,NA,1405,0,0,1,0,0,0,0,0,0,0.126,949,2322,NA
"62","5",1169,520,620,510,610,NA,NA,570,560,NA,23,27,22,29,21,26,NA,NA,25,26,24,NA,1137,0,0,0,0.005,0.0966,0,0.0204,0,0.0776,0,0,0.0259,0,0,0.0358,0,0,0.1289,0.0118,0,0.0399,0,0.0068,0,0.0295,0,0.0812,0,0,0.1053,0,0,0,0,0.0817,0.025,0.2024,0.0263,16838,12819,15182,17709,19766,20526,738,206,118,145,125,144,26228,10981,27971,8182,0.6269,0.6555323591,0.0369818073,0.8619147033,0.0044736057,0.2181311881,0.6655,0.6136,0.5,0.6645,0.7123,0.6444,NA,10069,0.8136,0.0679,0.0437,0.0171,0.0017,0.0012,0.0381,0.0073,0.0093,0.0545,13679,16575,20173
"63","2",1602,440,530,470,570,NA,NA,485,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005,0,0,0,0.0041,0.0498,0,0.0313,0,0.0561,0.0139,0.0012,0.0064,0,0,0.0434,0.1134,0,0.0255,0.0087,0,0.0046,0,0.0058,0,0.0098,0,0.1337,0,0.0226,0.103,0,0,0,0,0.0237,0.1661,0.1568,0.0203,9711,7673,9718,13512,16284,16888,1773,1065,314,179,91,124,16958,6458,13268,9631,0.3445,0.5741900841,0.0402720601,0.8491140147,0.0039377125,0.5158784556,0.2734,0.1898,0.2,0.3246,0.1435,0.2792,NA,12944,0.4868,0.1389,0.2182,0.1133,0.002,0.0029,0.012,0.0258,0,0.2258,8138,11096,16632
"64","5",122,640,730,630,740,620,720,685,685,670,29,33,29,34,27,33,6,10,31,32,30,8,1373,0,0,0,0.0223,0,0,0.0248,0,0,0,0,0.0229,0,0,0.0687,0,0,0.1202,0.0235,0,0.049,0.0509,0.0197,0,0.0687,0,0.0769,0,0.0197,0.2263,0,0,0,0,0.0273,0,0.131,0.0483,17194,5136,6597,9528,20100,26157,337,63,38,38,53,145,28329,17656,39916,10749,0.8231,0.5779591837,0.0212244898,0.9216326531,NA,0.1219512195,0.9044,0.8925,1,0.9245,0.8614,0.8629,NA,6256,0.5895,0.074,0.0913,0.0785,0.0016,5e-04,0.0446,0.0545,0.0655,0.0074,5686,8063,24536
"65","7",1306,423,530,440,540,NA,NA,477,490,NA,18,23,16,23,17,24,NA,NA,21,20,21,NA,970,0,0.0173,0,0,0.0245,0.0022,0.0332,0.0238,0,0,0.0144,0.0043,0.0043,0,0.0195,0.0787,0,0.0375,0.0101,0,0,0.1105,0,0,0.0166,0,0.0375,0.0736,0.0036,0.0166,0.0217,0.0195,0.0289,7e-04,0.0404,0.2354,0.1112,0.0137,15874,13142,14356,17061,18105,NA,1488,443,229,252,564,0,18169,7116,17720,6471,0.4945,0.5346488137,0.0873854827,0.7399577167,0.0046981442,0.4153246753,0.3313,0.3097,0.2727,0.3414,0.1923,0.4762,0,8413,0.7177,0.0252,0.1551,0.014,0.0078,0.0064,0.0363,0.0059,0.0315,0.1741,13556,15773,18105
"66","7",157,590,680,640,720,560,650,635,680,605,28,32,26,32,28,33,8,9,30,29,31,9,1333,0,0,0,0,0,0,0.0394,0,0,0.874,0,0,0,0,0,0,0,0,0.0472,0,0,0,0,0,0.0315,0,0,0,0,0.0079,0,0,0,0,0,0,0,0,25777,21149,21964,24926,27250,28144,277,31,35,50,69,92,30154,16918,33598,10474,0.8646,0.2409739715,0.0352644836,0.8690176322,NA,0.1842105263,0.7613,0.8235,0.3333,0.7781,0.7692,0.7708,NA,4383,0.7525,0.0096,0.076,0.0454,0.0023,5e-04,0.0493,0.05,0.0146,0.0399,21581,23706,27761
"67","7",1246,510,620,520,630,NA,NA,565,575,NA,22,27,22,28,22,27,NA,NA,25,25,25,NA,1128,0.0564,0.0223,0.006,0.0015,0.0666,0,0.0196,0,0.0012,0.0684,0.0233,0.0087,0.0871,0,0.0241,0.0152,0,0.0975,0.0096,0,0.0129,0.0797,0.0037,0,0.015,0,0.0447,0.0035,0.0212,0.0915,0,0,0,0,0.0453,0.0058,0.147,0.022,16526,10449,9998,14905,20987,22394,1776,355,265,324,334,498,22929,9897,26277,9205,0.6797,0.5484544695,0.0413533835,0.8272069062,0.0061264272,0.2499271349,0.6525,0.5405,0.6032,0.6689,0.5868,0.5496,NA,22373,0.7467,0.0231,0.1053,0.0223,0.0055,0.0012,0.0291,0.0288,0.0381,0.1002,10257,12697,21829
"68","7",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.0257,0,0.1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0,0,0,0,0,0,0.0056,0.0357,0.1094,0,0,0,0,0,0.0402,0.5971,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4794,0.0117,0.6009831161,0.4406924557,0.0803590511,0.0164565078,0.4561362576,NA,NA,NA,NA,NA,NA,NA,6506,0.6938,0.0536,0.1173,0.0289,0.0103,0.0051,0.008,0.0023,0.0807,0.5662,NA,NA,NA
"69","7",1558,430,540,450,540,NA,NA,485,495,NA,18,23,17,23,17,24,NA,NA,21,20,21,NA,971,0,0,0,0,0.0448,0,0.0353,0,0,0.0153,0.0224,0.0141,0,0,0.0506,0.0506,0,0.0353,0.0141,0,0,0.1025,0,0,0.0094,0,0.073,0,0.0718,0.1437,0,0,0,0,0.0506,0.106,0.1413,0.0188,12973,9717,11352,13486,16097,16457,616,178,109,118,110,101,17795,7834,18775,6532,0.4695,0.5324497258,0.1106032907,0.707952468,0.0054844607,0.4145363409,0.3184,0.2664,0.1667,0.3598,0.2667,0.2432,NA,4227,0.4987,0.0785,0.3196,0.0135,0.0064,0.0014,0.0388,0.0189,0.0241,0.1483,10338,12461,16270
"70","5",459,440,550,420,550,420,540,495,485,480,18,23,18,23,17,22,6,9,21,21,20,8,976,0,0,0,0,0,0,0.0392,0,0.1063,9e-04,0,0.0096,0,0,0.0505,0.0261,0,0.0279,0.0096,0,0.0017,0.0348,0,0,0.0148,0,0.0366,0.1925,0,0.0401,0,0,0,0,0.0627,0.1768,0.1559,0.0139,11129,9318,10135,12746,14066,14405,676,287,127,111,83,68,17329,5613,15930,6306,0.606,0.6406913281,0.1607034566,0.6261370528,0.0054578532,0.346361186,0.3241,0.5,0.4,0.3477,0.2691,0.3714,NA,6715,0.5206,0.3616,0.0558,0.0216,0.0042,0.0027,0.0237,0.0094,4e-04,0.2882,9569,11353,14219
"71","5",171,430,520,430,540,400,510,475,485,455,19,24,19,24,17,23,6,8,22,22,20,7,999,0,0,0,0,0.0186,0,0.0093,0,0.1879,0,0,0,0,0,0.0139,0.2111,0,0.0464,0.0162,0,0.0093,0,0,0,0.0696,0,0.0418,0,0.065,0.0557,0,0,0,0,0.0418,0.0093,0.1763,0.0278,7478,5128,5988,9439,10594,10429,335,133,52,62,54,34,13861,6580,14276,6084,0.6667,0.564619615,0.0916590284,0.7442713107,NA,0.4532803181,0.3371,0,0,0.3487,0.1961,0,NA,2234,0.8483,0.073,0.013,0.0063,0.004,9e-04,0,0.0542,4e-04,0.0909,5369,7865,10530
